
Fecha Local,Fecha UTC,Direcci�n del Viento (grados),Direcci�n de r�faga (grados),Rapidez de viento (km/h),Rapidez de r�faga (km/h),Temperatura del Aire (�C),Humedad relativa (%),Presi�n Atmosf�rica (hpa),Precipitaci�n (mm),Radiaci�n Solar (W/m�),
2022-11-26 07:10:00,2022-11-26 13:10:00,268.0,267.0,5.7,7.9,12,99,781.1,0,27,
2022-11-26 07:00:00,2022-11-26 13:00:00,256.0,251.0,3.4,5.6,11.8,99,781,0,4,
2022-11-26 06:50:00,2022-11-26 12:50:00,268.0,255.0,2.1,4.5,11.8,99,780.9,0,0,
2022-11-26 06:40:00,2022-11-26 12:40:00,263.0,262.0,5.3,6.8,11.9,99,780.7,0,0,
2022-11-26 06:30:00,2022-11-26 12:30:00,248.0,250.0,2.3,4.5,11.9,99,780.6,0,0,
2022-11-26 06:20:00,2022-11-26 12:20:00,261.0,268.0,4.2,5.6,12,99,780.6,0,0,
2022-11-26 06:10:00,2022-11-26 12:10:00,277.0,284.0,3.6,5.1,12.3,99,780.5,0,0,
2022-11-26 06:00:00,2022-11-26 12:00:00,230.0,277.0,1.6,4.5,12.4,99,780.4,0,0,
2022-11-26 05:50:00,2022-11-26 11:50:00,175.0,169.0,2,3.9,12.5,99,780.3,0,0,
2022-11-26 05:40:00,2022-11-26 11:40:00,147.0,154.0,2.3,4.5,12.4,99,780.3,0,0,
2022-11-26 05:30:00,2022-11-26 11:30:00,136.0,152.0,0,0,12.5,99,780.2,0,0,
2022-11-26 05:20:00,2022-11-26 11:20:00,149.0,152.0,1.7,2.8,12.9,99,780.2,0,0,
2022-11-26 05:10:00,2022-11-26 11:10:00,225.0,200.0,0,0,13,99,780.1,0,0,
2022-11-26 05:00:00,2022-11-26 11:00:00,195.0,200.0,2.5,4.5,13.2,99,780,0,0,
2022-11-26 04:50:00,2022-11-26 10:50:00,216.0,215.0,3.2,5.1,13.4,99,780,0,0,
2022-11-26 04:40:00,2022-11-26 10:40:00,217.0,235.0,2.6,3.9,13.5,98,780,0,0,
2022-11-26 04:30:00,2022-11-26 10:30:00,214.0,203.0,2.3,3.3,13.5,99,779.9,0,0,
2022-11-26 04:20:00,2022-11-26 10:20:00,238.0,250.0,2.9,5.1,13.5,98,779.9,0,0,
2022-11-26 04:10:00,2022-11-26 10:10:00,156.0,153.0,5.1,7.9,13.7,95,779.9,0,0,
2022-11-26 04:00:00,2022-11-26 10:00:00,127.0,127.0,5.2,6.2,13.8,94,779.9,0,0,
2022-11-26 03:50:00,2022-11-26 09:50:00,104.0,107.0,4.2,7.4,13.7,93,779.9,0,0,
2022-11-26 03:40:00,2022-11-26 09:40:00,54.0,101.0,1.6,2.2,13.7,91,779.9,0,0,
2022-11-26 03:30:00,2022-11-26 09:30:00,119.0,106.0,3.3,5.6,13.8,91,779.9,0,0,
2022-11-26 03:20:00,2022-11-26 09:20:00,132.0,109.0,5.2,6.2,13.7,90,779.9,0,0,
2022-11-26 03:10:00,2022-11-26 09:10:00,162.0,151.0,3.3,5.6,13.8,91,779.9,0,0,
2022-11-26 03:00:00,2022-11-26 09:00:00,239.0,251.0,5.3,6.8,13.8,89,780,0,0,
2022-11-26 02:50:00,2022-11-26 08:50:00,261.0,262.0,5.7,7.4,13.9,89,780,0,0,
2022-11-26 02:40:00,2022-11-26 08:40:00,234.0,268.0,2.7,6.8,14.1,88,780.1,0,0,
2022-11-26 02:30:00,2022-11-26 08:30:00,172.0,141.0,2.7,4.5,14.1,87,780.2,0,0,
2022-11-26 02:20:00,2022-11-26 08:20:00,150.0,144.0,2.7,5.1,14.2,86,780.2,0,0,
2022-11-26 02:10:00,2022-11-26 08:10:00,5.0,0.0,2.1,3.9,14.6,83,780.2,0,0,
2022-11-26 02:00:00,2022-11-26 08:00:00,333.0,349.0,4.5,5.6,14.6,82,780.2,0,0,
2022-11-26 01:50:00,2022-11-26 07:50:00,35.0,61.0,3.8,5.1,14.5,83,780.3,0,0,
2022-11-26 01:40:00,2022-11-26 07:40:00,25.0,70.0,2.6,5.1,14.5,83,780.4,0,0,
2022-11-26 01:30:00,2022-11-26 07:30:00,314.0,308.0,4.7,6.2,14.4,83,780.4,0,0,
2022-11-26 01:20:00,2022-11-26 07:20:00,306.0,326.0,3.7,6.2,14.3,82,780.4,0,0,
2022-11-26 01:10:00,2022-11-26 07:10:00,279.0,272.0,3.8,5.6,14.5,81,780.3,0,0,
2022-11-26 01:00:00,2022-11-26 07:00:00,292.0,301.0,5.4,6.8,14.7,79,780.3,0,0,
2022-11-26 00:50:00,2022-11-26 06:50:00,296.0,335.0,5,7.9,15,78,780.4,0,0,
2022-11-26 00:40:00,2022-11-26 06:40:00,261.0,272.0,7.1,9.7,15.1,77,780.4,0,0,
2022-11-26 00:30:00,2022-11-26 06:30:00,252.0,244.0,5,7.4,15.1,77,780.6,0,0,
2022-11-26 00:20:00,2022-11-26 06:20:00,301.0,305.0,5.2,7.4,15.1,76,780.6,0,0,
2022-11-26 00:10:00,2022-11-26 06:10:00,278.0,270.0,4.7,6.2,15.1,76,780.6,0,0,
2022-11-26 00:00:00,2022-11-26 06:00:00,300.0,303.0,5,6.8,15.2,75,780.6,0,0,
